# bioPlux Text File Format
# Version: 513
# StartDateTime: 2015-3-16 11:39:40
# SamplingFrequency: 1000
# SampledChannels: 1
# SamplingResolution: 12
# AcquiringDevice: 00:07:80:64:6D:DB
# EndOfHeader
1953	2285	
1954	2285	
1955	2286	
1956	2285	
1957	2286	
1958	2286	
1959	2287	
1960	2287	
1961	2287	
1962	2288	
1963	2287	
1964	2288	
1965	2288	
1966	2289	
1967	2289	
1968	2289	
1969	2289	
1970	2290	
1971	2290	
1972	2289	
1973	2290	
1974	2290	
1975	2289	
1976	2289	
1977	2290	
1978	2290	
1979	2290	
1980	2290	
1981	2290	
1982	2291	
1983	2291	
1984	2291	
1985	2290	
1986	2290	
1987	2292	
1988	2291	
1989	2291	
1990	2291	
1991	2290	
1992	2291	
1993	2290	
1994	2290	
1995	2291	
1996	2290	
1997	2290	
1998	2290	
1999	2290	
2000	2291	
2001	2291	
2002	2291	
2003	2291	
2004	2292	
2005	2292	
2006	2292	
2007	2292	
2008	2291	
2009	2292	
2010	2291	
2011	2291	
2012	2292	
2013	2292	
2014	2292	
2015	2292	
2016	2292	
2017	2292	
2018	2292	
2019	2292	
2020	2293	
2021	2293	
2022	2293	
2023	2292	
2024	2293	
2025	2293	
2026	2293	
2027	2294	
2028	2294	
2029	2294	
2030	2294	
2031	2294	
2032	2294	
2033	2294	
2034	2294	
2035	2294	
2036	2295	
2037	2295	
2038	2295	
2039	2296	
2040	2296	
2041	2297	
2042	2297	
2043	2297	
2044	2298	
2045	2298	
2046	2299	
2047	2298	
2048	2299	
2049	2299	
2050	2300	
2051	2300	
2052	2300	
2053	2300	
2054	2301	
2055	2302	
2056	2302	
2057	2302	
2058	2302	
2059	2302	
2060	2303	
2061	2304	
2062	2304	
2063	2304	
2064	2305	
2065	2305	
2066	2306	
2067	2306	
2068	2307	
2069	2307	
2070	2307	
2071	2308	
2072	2308	
2073	2308	
2074	2309	
2075	2309	
2076	2309	
2077	2309	
2078	2309	
2079	2310	
2080	2310	
2081	2310	
2082	2311	
2083	2311	
2084	2312	
2085	2313	
2086	2312	
2087	2313	
2088	2313	
2089	2313	
2090	2313	
2091	2314	
2092	2314	
2093	2315	
2094	2315	
2095	2315	
2096	2315	
2097	2316	
2098	2315	
2099	2316	
2100	2315	
2101	2317	
2102	2317	
2103	2318	
2104	2317	
2105	2318	
2106	2319	
2107	2319	
2108	2319	
2109	2319	
2110	2319	
2111	2320	
2112	2320	
2113	2320	
2114	2320	
2115	2321	
2116	2321	
2117	2321	
2118	2321	
2119	2322	
2120	2322	
2121	2322	
2122	2323	
2123	2324	
2124	2325	
2125	2324	
2126	2325	
2127	2326	
2128	2325	
2129	2326	
2130	2326	
2131	2327	
2132	2327	
2133	2328	
2134	2328	
2135	2330	
2136	2329	
2137	2330	
2138	2331	
2139	2332	
2140	2333	
2141	2334	
2142	2334	
2143	2335	
2144	2336	
2145	2337	
2146	2338	
2147	2338	
2148	2339	
2149	2340	
2150	2341	
2151	2341	
2152	2342	
2153	2343	
2154	2343	
2155	2345	
2156	2345	
2157	2346	
2158	2346	
2159	2347	
2160	2348	
2161	2349	
2162	2350	
2163	2351	
2164	2351	
2165	2352	
2166	2352	
2167	2353	
2168	2354	
2169	2354	
2170	2355	
2171	2355	
2172	2356	
2173	2356	
2174	2356	
2175	2358	
2176	2357	
2177	2358	
2178	2357	
2179	2359	
2180	2360	
2181	2360	
2182	2361	
2183	2361	
2184	2362	
2185	2362	
2186	2363	
2187	2363	
2188	2363	
2189	2364	
2190	2364	
2191	2364	
2192	2365	
2193	2365	
2194	2365	
2195	2366	
2196	2366	
2197	2366	
2198	2366	
2199	2368	
2200	2368	
2201	2368	
2202	2368	
2203	2368	
2204	2369	
2205	2370	
2206	2371	
2207	2371	
2208	2371	
2209	2371	
2210	2371	
2211	2372	
2212	2372	
2213	2373	
2214	2372	
2215	2374	
2216	2373	
2217	2374	
2218	2374	
2219	2374	
2220	2375	
2221	2375	
2222	2375	
2223	2376	
2224	2377	
2225	2377	
2226	2377	
2227	2377	
2228	2377	
2229	2378	
2230	2378	
2231	2378	
2232	2379	
2233	2379	
2234	2379	
2235	2379	
2236	2379	
